c1cc(ccc1n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N)S(=O)(=O)N,0.3
c1cc(cc(c1)N(=O)=O)Nc2nccc(n2)c3cnn4c3cccn4,0.3
Cc1ccc(c(c1F)C(=O)n2c(nc(n2)Nc3ccc(cc3)S(=O)(=O)N)C)F,0.3
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)F,0.3
c1cc(ccc1c2cc(n[nH]2)Nc3ccc(cc3)S(=O)(=O)N)N(=O)=O,0.33
c1cc(ccc1c2cc([nH]n2)Nc3ccc(cc3)S(=O)(=O)N)N,0.34
C[C@@]12[C@@H]([C@@H](CC(O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC,0.36
Cc1ccsc1C(=O)n2c(nc(n2)Nc3ccc(cc3)S(=O)(=O)N)N,0.4
c1cc(c(c(c1)F)NC(=S)n2c(nc(n2)Nc3ccc(cc3)S(=O)(=O)N)N)F,0.5
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)N4CC(C4)NC(=O)C)F,0.5
c1cc(ccc1/N=C/c2c3c(ccc4c3scn4)[nH]c2O)S(=O)(=O)NCCOCCO,0.54
CCC(CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3,0.6
c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(nn4CCCN)C(=O)N)CC3,1
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)NC5CC5,1
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N)F,1
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(c(c3)F)C(=O)N,1
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(c(c3)F)C(=O)NC,1
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(c(c3)F)C(=O)NC4CCN(CC4)C)F,1
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(c(c3)F)C(=O)NC)F,1
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(c(c3)F)C(=O)N)F,1
CC(C)(C)c1cnc(o1)CSc2cnc(s2)Nc3ccncc3,1
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cccc(c4)N5CCN(CC5)C,1
CN(CCOCCOCCOCCOC)S(=O)(=O)c1ccc(cc1)/N=C/c2c3c(ccc4c3scn4)[nH]c2O,1
CS(=O)(=O)c1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,1
c1cc(ccc1Nc2nc(c(c(n2)OCC3CCCCC3)N=O)N)S(=O)(=O)N,1.1
CC(C)Cc1cccc2c1c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N,1.2
CC(C)Cc1cccc2c1/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,1.2
c1cc2c(ccc3c2/C(=C/Nc4ccc(cc4)S(=O)(=O)N)/C(=O)N3)nc1,1.5
c1cc2c(ccc3c2c(c([nH]3)O)/C=N/c4ccc(cc4)S(=O)(=O)N)nc1,1.5
CC(=Cc1cccc2c1c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N)C,1.5
CC(=Cc1cccc2c1/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2)C,1.5
c1cc2c(ccc3c2c(c([nH]3)O)N=Nc4ccc(cc4)S(=O)(=O)N)nc1,1.6
c1cc2c(ccc3c2/C(=N/Nc4ccc(cc4)S(=O)(=O)N)/C(=O)N3)nc1,1.6
COc1cccc(c1CNC(=O)c2ccc3c(c2)c(c([nH]3)O)N=Nc4ccc(cc4)S(=O)(=O)N)OC,1.7
COc1cccc(c1CNC(=O)c2ccc3c(c2)/C(=N/Nc4ccc(cc4)S(=O)(=O)N)/C(=O)N3)OC,1.7
c1cc2c(cc1N(=O)=O)/C(=C/3\C(=N/O)\c4cc(ccc4N3)F)/C(=O)N2,1.71
c1cc2c(cc1F)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)F)/N2,1.83
CC(C)CC(=O)c1ccc2c(c1)/C(=C/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,1.9
CC(C)CC(=O)c1ccc2c(c1)c(c([nH]2)O)/C=N/c3ccc(cc3)S(=O)(=O)N,1.9
c1cc2c(cc1N(=O)=O)/C(=C/3\C(=N/O)\c4cc(ccc4N3)O)/C(=O)N2,1.91
c1cc2c(cn[nH]2)c3c1c(nn3CC(F)(F)F)C(=O)N,2
c1cc(c(cc1c2ccc3c(n2)[nH]nc3NC(=O)C4CC4)Br)O,2
c1cc(c(cc1c2ccc3c(n2)[nH]nc3NC(=O)C4CC4)Cl)O,2
c1cc(c(c(c1)F)C(=O)n2c(nc(n2)Nc3ccc(cc3)S(=O)(=O)N)N)F,2
c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(n[nH]4)C(=O)N)CC3,2
c1cc(cc(c1)Nc2nccc(n2)c3cnn4c3cccn4)C#N,2
Cc1ncc(n1C2CCCC2)c3ccnc(n3)Nc4ccc(cc4)C(=O)NC,2
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)NC,2
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)N(C)C)F,2
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)NC)F,2
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N4CCCN(CC4)C)F,2
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N(C)C)F,2
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)C(=O)NCCO,2
